processed_food_id,fdc_id,match_ratio
1344,2727571,0.0172
1344,2644290,0.0172
1344,746781,0.0172
1344,335774,0.0172
1344,2346400,0.0172
1344,746785,0.0172
1344,335777,0.0172
1344,335782,0.0172
1344,747430,0.0172
1344,335912,0.0172
1344,335785,0.0172
1344,747431,0.0172
1344,747432,0.0172
1344,747433,0.0172
1344,747434,0.0172
1344,747435,0.0172
1344,747436,0.0172
1344,747437,0.0172
1344,747438,0.0172
1344,747439,0.0172
1344,747440,0.0172
1344,747441,0.0172
1344,747442,0.0172
1344,747443,0.0172
1344,2514743,0.0172
1344,2514744,0.0172
1344,2514745,0.0172
1344,2514746,0.0172
1344,2514747,0.0172
1344,335419,0.0172
1344,2262075,0.0172
1344,335422,0.0172
1344,335927,0.0172
1344,332864,0.0172
1344,335425,0.0172
1344,335930,0.0172
1344,336067,0.0172
1344,335428,0.0172
1344,747444,0.0172
1344,2644285,0.0172
1344,747445,0.0172
1344,2644287,0.0172
1344,335433,0.0172
1344,335306,0.0172
1344,321611,0.0172
1344,747446,0.0172
1344,2644292,0.0172
1344,2644294,0.0172
1344,335695,0.0172
1344,335442,0.0172
1344,2644281,0.0172
1344,2644282,0.0172
1344,330869,0.0172
1345,2710826,0.3333
1345,2003597,0.3333
1345,2003591,0.3333
1348,746760,0.3333
1348,334898,0.3333
1348,2727581,0.3333
1349,746760,0.25
1349,2263889,0.25
1349,334898,0.25
1349,2346411,0.25
1350,746760,0.25
1350,334898,0.25
1350,2263888,0.25
1350,2346410,0.25
1354,334849,0.0417
1354,335109,0.0417
1354,746758,0.0417
1354,746759,0.0417
1354,746760,0.0417
1354,746761,0.0417
1354,746762,0.0417
1354,746763,0.0417
1354,2727572,0.0417
1354,2727573,0.0417
1354,2727574,0.0417
1354,746779,0.0417
1354,2646172,0.0417
1354,2646173,0.0417
1354,2646174,0.0417
1354,2646175,0.0417
1354,323121,0.0417
1354,334898,0.0417
1354,334897,0.0417
1354,2514743,0.0417
1354,2514744,0.0417
1354,324157,0.0417
1354,335061,0.0417
1354,334963,0.0417
1355,746777,0.25
1355,332282,0.25
1355,2685579,0.25
1355,324038,0.25
1357,2644291,0.1667
1357,2346404,0.1667
1357,2710826,0.1667
1357,746774,0.1667
1357,334462,0.1667
1357,2346399,0.1667
1358,2647437,0.2
1358,330415,0.2
1358,2259793,0.2
1358,2259794,0.2
1358,330137,0.2
1359,2710826,1.0
1360,2644290,0.1429
1360,335785,0.1429
1360,747435,0.1429
1360,747438,0.1429
1360,1750351,0.1429
1360,334194,0.1429
1360,335422,0.1429
1361,2515380,0.25
1361,2710819,0.25
1361,325524,0.25
1361,2515381,0.25
1362,2346385,0.2
1362,2346386,0.2
1362,2346387,0.2
1362,746774,0.2
1362,334462,0.2
1364,746758,0.2
1364,334897,0.2
1364,2727570,0.2
1364,2727573,0.2
1364,2646169,0.2
1366,334849,0.0278
1366,335109,0.0278
1366,746758,0.0278
1366,746759,0.0278
1366,746760,0.0278
1366,746761,0.0278
1366,746762,0.0278
1366,746763,0.0278
1366,2727572,0.0278
1366,2727573,0.0278
1366,2727574,0.0278
1366,329370,0.0278
1366,746779,0.0278
1366,2646172,0.0278
1366,2646173,0.0278
1366,2646174,0.0278
1366,2646175,0.0278
1366,323121,0.0278
1366,334897,0.0278
1366,334898,0.0278
1366,2514743,0.0278
1366,2514744,0.0278
1366,324157,0.0278
1366,2644285,0.0278
1366,2644286,0.0278
1366,2644288,0.0278
1366,2644289,0.0278
1366,2644290,0.0278
1366,2644291,0.0278
1366,2644292,0.0278
1366,2644293,0.0278
1366,2644294,0.0278
